Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media
IVAI;30/05/1966;0;;21.2;;;;13.92;88.75;3
IVAI;30/05/1966;1200;0;;7.9;;;;;
IVAI;31/05/1966;0;;21.8;;;;12.36;85.5;2.666.667
IVAI;31/05/1966;1200;0;;5;;;;;
IVAI;01/07/1966;0;;12;;;;7.76;89.75;4.333.333
IVAI;01/07/1966;1200;;;0.8;;;;;
IVAI;02/07/1966;0;;17.5;;;;12.74;79.75;3
IVAI;02/07/1966;1200;0;;8;;;;;
IVAI;03/07/1966;0;;20.5;;;;14.96;85.25;3
IVAI;03/07/1966;1200;0;;11.2;;;;;
IVAI;04/07/1966;0;;21.8;;;;14.94;86.25;3
IVAI;04/07/1966;1200;0;;10.2;;;;;
IVAI;05/07/1966;0;;22.6;;;;14.48;81;3
IVAI;05/07/1966;1200;0;;9.1;;;;;
IVAI;06/07/1966;0;;21.6;;;;14.86;87.75;2.666.667
IVAI;06/07/1966;1200;0;;10;;;;;
IVAI;07/07/1966;0;;22.6;;;;15.28;77.25;2.666.667
IVAI;07/07/1966;1200;0;;9.8;;;;;
IVAI;08/07/1966;0;;22.6;;;;14.68;80.75;2.333.333
IVAI;08/07/1966;1200;0;;8.4;;;;;
IVAI;09/07/1966;0;;23.9;;;;14.48;82.25;2.666.667
IVAI;09/07/1966;1200;0;;7.9;;;;;
IVAI;10/07/1966;0;;25;;;;14.58;80.25;3.333.333
IVAI;10/07/1966;1200;0;;6.7;;;;;
IVAI;11/07/1966;0;;25.2;;;;17.1;79.5;3.333.333
IVAI;11/07/1966;1200;0;;8.9;;;;;
IVAI;12/07/1966;0;;26.9;;;;17.46;75.5;3
IVAI;12/07/1966;1200;0;;9.3;;;;;
IVAI;13/07/1966;0;;26.1;;;;18.36;69;3
IVAI;13/07/1966;1200;0;;11.7;;;;;
IVAI;14/07/1966;0;;25.7;;;;17.2;82.5;2.666.667
IVAI;14/07/1966;1200;0;;11;;;;;
IVAI;15/07/1966;0;;19;;;;14.5;95.5;2.666.667
IVAI;15/07/1966;1200;2.2;;12.1;;;;;
IVAI;16/07/1966;0;;17.4;;;;8.38;84;3
IVAI;16/07/1966;1200;9;;1.4;;;;;
IVAI;17/07/1966;0;;22;;;;11.32;76.25;1.666.667
IVAI;17/07/1966;1200;0;;1;;;;;
IVAI;18/07/1966;0;;24.8;;;;15.82;89.25;3
IVAI;18/07/1966;1200;0;;9.4;;;;;
IVAI;19/07/1966;0;;24.9;;;;16.18;78.75;3
IVAI;19/07/1966;1200;0;;10.2;;;;;
IVAI;20/07/1966;0;;25.9;;;;15.66;76.25;3
IVAI;20/07/1966;1200;0;;8.4;;;;;
IVAI;21/07/1966;0;;25.2;;;;16.48;72.25;3.666.667
IVAI;21/07/1966;1200;0;;9.2;;;;;
IVAI;22/07/1966;0;;25.2;;;;18.2;74.5;4.666.667
IVAI;22/07/1966;1200;0;;10.2;;;;;
IVAI;23/07/1966;0;;21.7;;;;12.7;85;2.666.667
IVAI;23/07/1966;1200;36.2;;9.6;;;;;
IVAI;24/07/1966;0;;18.4;;;;8.98;89.5;3.666.667
IVAI;24/07/1966;1200;0;;-0.6;;;;;
IVAI;25/07/1966;0;;18.7;;;;11.6;84.5;3.333.333
IVAI;25/07/1966;1200;0;;4.8;;;;;
IVAI;26/07/1966;0;;21.5;;;;14.98;77;3
IVAI;26/07/1966;1200;0;;9.9;;;;;
IVAI;27/07/1966;0;;22.4;;;;14.64;76;4.333.333
IVAI;27/07/1966;1200;0;;8;;;;;
IVAI;28/07/1966;0;;23.8;;;;16.68;76;3
IVAI;28/07/1966;1200;0;;11.6;;;;;
IVAI;29/07/1966;0;;22.6;;;;15.96;82.5;5
IVAI;29/07/1966;1200;0;;11.7;;;;;
IVAI;30/07/1966;0;;15.4;;;;9.76;88.75;2.666.667
IVAI;30/07/1966;1200;3.2;;4.4;;;;;
IVAI;31/07/1966;0;;17.2;;;;9.06;83.25;2.333.333
IVAI;31/07/1966;1200;0;;4.6;;;;;
IVAI;01/08/1966;0;;18.5;;;;7.68;81;2.666.667
IVAI;01/08/1966;1200;0;;-1.5;;;;;
IVAI;02/08/1966;0;;20.6;;;;10.1;79.25;2.666.667
IVAI;02/08/1966;1200;0;;-1;;;;;
IVAI;03/08/1966;0;;22.6;;;;16.12;83.75;3
IVAI;03/08/1966;1200;0;;9.4;;;;;
IVAI;04/08/1966;0;;28.2;;;;20.86;80.25;4.333.333
IVAI;04/08/1966;1200;4;;15.6;;;;;
IVAI;05/08/1966;0;;21.2;;;;10.02;91.5;5
IVAI;05/08/1966;1200;0;;4.7;;;;;
IVAI;06/08/1966;0;;15.9;;;;5.9;83.5;2.666.667
IVAI;06/08/1966;1200;0;;-4.6;;;;;
IVAI;07/08/1966;0;;19;;;;8.48;80.75;2.666.667
IVAI;07/08/1966;1200;0;;-1.2;;;;;
IVAI;08/08/1966;0;;20.2;;;;11.88;89;3
IVAI;08/08/1966;1200;0;;5.2;;;;;
IVAI;09/08/1966;0;;21.4;;;;14.24;80.75;4.333.333
IVAI;09/08/1966;1200;0;;9.8;;;;;
IVAI;10/08/1966;0;;22.6;;;;15.34;79.75;4.333.333
IVAI;10/08/1966;1200;0;;10.8;;;;;
IVAI;11/08/1966;0;;22.9;;;;15.26;85;3
